"seed","gen","scenario","rmate","args_kphen","args_rmate","args_theta","args_phi","he_rg","rg_true","he_h2","h2_true"
56,2,"5xAM",0.2,5,0.2,0,0,0.168464082400871,0.0774685973852412,0.552657771110535,0.496853806009563
56,3,"5xAM",0.2,5,0.2,0,0,0.231230477106596,0.103722963928482,0.57926367521286,0.503075238174105
56,4,"5xAM",0.2,5,0.2,0,0,0.2619054701918,0.11599749145532,0.601842713356018,0.504718413252822
56,5,"5xAM",0.2,5,0.2,0,0,0.29529918647528,0.129429402626891,0.619393885135651,0.510066735747247
56,0,"5xAM",0.2,5,0.2,0,0,0.0015420044169189,0.000975885727887873,0.504132336378098,0.503947245184373
56,1,"5xAM",0.2,5,0.2,0,0,0.10228120040759,0.0476634720941174,0.544605445861816,0.516563430435793
56,2,"5xAM",0.2,5,0.2,0,0,0.182099426443389,0.0830061043478074,0.584023475646973,0.524893042904487
56,3,"5xAM",0.2,5,0.2,0,0,0.231034436393042,0.104793263100215,0.618504250049591,0.529452816254166
56,4,"5xAM",0.2,5,0.2,0,0,0.277441270933843,0.12269416381338,0.650836956501007,0.535693092286412
56,5,"5xAM",0.2,5,0.2,0,0,0.305352216710856,0.136042231276311,0.663333606719971,0.538652358639734
56,0,"5xAM",0.2,5,0.2,0,0,0.00119731795131599,0.000317924843718856,0.498824834823608,0.496859415265947
56,1,"5xAM",0.2,5,0.2,0,0,0.0974311802509818,0.047086240630463,0.538942527770996,0.508679486644977
56,2,"5xAM",0.2,5,0.2,0,0,0.183407991125877,0.0834083530503553,0.574708163738251,0.517151051963636
56,3,"5xAM",0.2,5,0.2,0,0,0.231614694612188,0.106111234142946,0.618593180179596,0.521283373710353
56,4,"5xAM",0.2,5,0.2,0,0,0.273916327837737,0.122112752114494,0.633737623691559,0.531591579596655
56,5,"5xAM",0.2,5,0.2,0,0,0.305508881322324,0.135255645501887,0.661700809001923,0.535986185253022
56,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.000890989559628256,-0.000142807751728968,0.483011221885681,0.480693954633884
56,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0977193991807733,0.0460310112132709,0.517637038230896,0.489781000891057
56,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.175095958801646,0.0796276812990701,0.550397908687592,0.498586484849188
56,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.232239010539324,0.10488523379834,0.58913756608963,0.506686679758995
56,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.255137346310846,0.117494993635876,0.599543106555939,0.504738050704639
56,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.304626158814076,0.132205757479374,0.620282018184662,0.514994210290696
56,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00164383692759567,-0.00065231751009486,0.505562835931778,0.506732421513594
56,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.102188792399063,0.0470067813210233,0.547777676582336,0.517868670012907
56,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.175523402507277,0.0810602187222204,0.590001535415649,0.524776222086596
56,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.228953164214531,0.105831109491915,0.618666625022888,0.529823528444252
56,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.286639892367661,0.126284943937373,0.654235458374023,0.539450093647029
56,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.299157371185771,0.136078135898193,0.66736227273941,0.540602874281056
56,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00146546259129024,0.000115170707568321,0.500120347738266,0.501473129060872
56,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.102387911972206,0.0476157216821599,0.541449451446533,0.510223987410368
56,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.173662120665736,0.081142141135887,0.576908016204834,0.518243074173397
56,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.225377891501318,0.102841852706577,0.612873244285584,0.522530773904009
56,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.262525908349669,0.117009188557164,0.635409355163574,0.531576506467922
56,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.296763645644213,0.128639344023466,0.656969678401947,0.539675892886575
56,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.000266732426428206,-0.000211121379684411,0.476468181610107,0.474702184861433
56,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.308550316269522,0.0305578066035309,0.573902630805969,0.410132393591517
56,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.44499751138387,0.0491942376559422,0.647483587265015,0.377675673912828
56,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.511612087675411,0.0599226616829582,0.693320238590241,0.36138690111009
56,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.544207274685124,0.0689455491183832,0.709203040599823,0.347973434679486
56,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.554845798810694,0.070541751909048,0.724976122379303,0.343543113662542
56,0,"5xAM + VT",0.2,5,0.2,0.05,0,7.13827462788974e-05,-9.39369703530096e-05,0.501054400205612,0.503483068303559
56,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.31638930813065,0.0337381524887436,0.611656868457794,0.431672939932665
56,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.455140811220305,0.0539158971228213,0.688081324100494,0.395296562625616
56,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.512639525416118,0.0624358613943331,0.721102440357208,0.374906638888509
56,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.543956969835498,0.0673897876221767,0.749197995662689,0.366256683093581
56,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.564763855761313,0.0684884809017352,0.758636951446533,0.360058609543738
56,0,"5xAM + VT",0.2,5,0.2,0.05,0,1.15497358226645e-05,0.000152233661795699,0.496937310695648,0.496920286075362
56,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.310961493708357,0.0320733297307056,0.602166938781738,0.427612946890234
56,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.448205163763386,0.0529814770971227,0.670195889472961,0.390067449892617
56,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.519159921071042,0.0648604275016791,0.71546276807785,0.371965270082333
56,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.55585153939989,0.0728211889751796,0.735461235046387,0.359955423474934
56,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.566924738764354,0.0749273850821459,0.733642160892487,0.355573243891512
56,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.00289031357577922,-0.00124663790865425,0.477995747327805,0.476665233135679
56,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.313623596521241,0.0307014064780717,0.57284904718399,0.408000765343388
56,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.457042323865988,0.0504465432692809,0.649571084976196,0.365715711850447
56,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.527531342633262,0.0595988960216664,0.677867794036865,0.342801302193719
56,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.563687335707215,0.064315982441524,0.689340400695801,0.319332896183293
56,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.585508561594467,0.0673847517818258,0.672483277320862,0.306062745072056
56,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-2.44124533438587e-05,-5.25597892149317e-05,0.504804587364197,0.50396101484367
56,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.319090587002052,0.0343135132734654,0.60650999546051,0.425076869478309
56,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.469501577023727,0.055885589055683,0.676938903331757,0.380351282653918
56,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.535716062254686,0.0625305000333223,0.708099985122681,0.347876217989043
56,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.567534714595836,0.0652796511906205,0.712850379943848,0.328406287966822
56,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.602318956251754,0.0709045395586383,0.722061240673065,0.313822091188005
56,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00111046563248794,0.000422589398880251,0.496397536993027,0.497293625907272
56,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.321857164294342,0.0345651323260829,0.596885657310486,0.419662180856851
56,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.469655757468475,0.0559729406271175,0.668445026874542,0.375935403905494
56,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.543675995802055,0.0652154861407849,0.699585521221161,0.345858569653576
56,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.56759343878981,0.0670647927700906,0.705505430698395,0.327342327721049
56,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.581979413447431,0.0672482945647309,0.711340391635895,0.315471952426178
57,0,"5xAM",0.2,5,0.2,0,0,0.00225470461802628,0.000332727155856558,0.498451328277588,0.498084295036921
57,1,"5xAM",0.2,5,0.2,0,0,0.102478291225736,0.0477179578120532,0.542244410514832,0.510106726571669
57,2,"5xAM",0.2,5,0.2,0,0,0.181125731310824,0.0822867517631501,0.581840491294861,0.518676200200447
57,3,"5xAM",0.2,5,0.2,0,0,0.234928302588375,0.104003924866064,0.616510534286499,0.524155338148321
57,4,"5xAM",0.2,5,0.2,0,0,0.275937536570409,0.123125454882696,0.635654640197754,0.532565663362631
57,5,"5xAM",0.2,5,0.2,0,0,0.293415143003059,0.13299708179049,0.669925332069397,0.537161856275192
57,0,"5xAM",0.2,5,0.2,0,0,0.001648847561304,0.000524455905854771,0.498885196447372,0.496823120012669
57,1,"5xAM",0.2,5,0.2,0,0,0.102105855949109,0.0480415784006366,0.539376509189606,0.508088489779444
57,2,"5xAM",0.2,5,0.2,0,0,0.175467941320374,0.0807610905098753,0.57599151134491,0.516540630338345
57,3,"5xAM",0.2,5,0.2,0,0,0.233873725348141,0.10457653357268,0.615131235122681,0.522290161025133
57,4,"5xAM",0.2,5,0.2,0,0,0.280812657673899,0.124698131608446,0.632579231262207,0.527773209042801
57,5,"5xAM",0.2,5,0.2,0,0,0.299963892238578,0.135749719271412,0.647429406642914,0.526844677990723
57,0,"5xAM",0.2,5,0.2,0,0,0.000724636000305981,0.000667047195173968,0.499392747879028,0.502627873099125
57,1,"5xAM",0.2,5,0.2,0,0,0.102841026269709,0.0478237390555835,0.54504908323288,0.514176172377241
57,2,"5xAM",0.2,5,0.2,0,0,0.179938916226767,0.0824524269904069,0.58546667098999,0.523282612678616
57,3,"5xAM",0.2,5,0.2,0,0,0.229067922357775,0.106618720797221,0.618514633178711,0.531821059077174
57,4,"5xAM",0.2,5,0.2,0,0,0.281655232129916,0.122429414695632,0.646212244033813,0.534690367745047
57,5,"5xAM",0.2,5,0.2,0,0,0.301287909191215,0.136875959928828,0.669714844226837,0.535979474711214
57,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00125890970896017,-0.000269897034461033,0.501512634754181,0.501078581180372
57,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.101781663006298,0.0471644709140746,0.542973339557648,0.513082052677398
57,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.174679287995107,0.0805436107950395,0.579016244411468,0.520032832802777
57,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.23554787458596,0.10635689106451,0.613658332824707,0.526606321078557
57,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.276119242450666,0.124918334116408,0.641085314750671,0.529998331731898
57,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.304145106463215,0.133130951732262,0.660693311691284,0.540445308510368
57,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.000170029968417466,-0.000207119794418575,0.501445454359055,0.499122892749457
57,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.103219196723216,0.0486890952700755,0.543139791488647,0.510392237312579
57,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.176572604962139,0.0814732809301056,0.578375744819641,0.519658953745532
57,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.236262636504517,0.105155719495952,0.611708319187164,0.522807343961872
57,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.285183138899487,0.122414299740158,0.638939499855042,0.529434546503332
57,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.27079946592105,0.124311833050956,0.651015675067902,0.526518248138792
57,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00149445990114294,-0.00068655925714548,0.504224115610123,0.50397520109677
57,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0951394402976571,0.0458066405900365,0.545179557800293,0.516116014963039
57,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.177005969226393,0.080149453972205,0.58384120464325,0.524498309509113
57,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.228467182467974,0.105609840137752,0.614888894557953,0.529954196233794
57,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.28011630423795,0.124089586548164,0.647564053535461,0.531240422578215
57,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.294666848653247,0.133656822833312,0.66725971698761,0.53598063793855
57,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.00300297824587847,-0.00103667644854962,0.500348234176636,0.498579664808727
57,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.312889279742788,0.0323486187102576,0.607036662101746,0.42825412677854
57,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.454575450589671,0.0532942018440757,0.679260349273682,0.389789456379121
57,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.52652692426437,0.0668089357345475,0.724548029899597,0.36847442426437
57,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.552628256004427,0.0718054852061503,0.743863797187805,0.360911383619078
57,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.552322581838782,0.0679602845855095,0.73465439081192,0.356091061824761
57,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.000952674200696793,0.000556967516868361,0.496843373775482,0.495948903191535
57,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.318443843004353,0.0340528993756353,0.602482855319977,0.425572109945516
57,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.45892474803933,0.0542103024572764,0.68077484369278,0.388900113713931
57,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.513763822594084,0.0610793038857746,0.705757606029511,0.369514125787006
57,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.542834532696679,0.070452543294415,0.73896301984787,0.36074997605643
57,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.535144327228007,0.0615623857179046,0.718615901470184,0.353715110466108
57,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.00180280321279115,-0.000590609666843346,0.502925115823746,0.502469135059257
57,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.316359210212195,0.0330286479735165,0.611014699935913,0.431501914813485
57,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.458049977408283,0.0545760700160506,0.688143599033356,0.394363407185959
57,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.510185010858905,0.0636757924490293,0.720734620094299,0.373702580640833
57,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.536994760261809,0.0684606097596702,0.742810308933258,0.362787037661273
57,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.537810060107626,0.06787192752464,0.731324088573456,0.362705246056852
57,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.000479366086799007,0.000450467106917212,0.499997186660767,0.498241772517599
57,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.318393516884271,0.0327921537734942,0.600076329708099,0.422107218328789
57,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.468726666562269,0.0548592566006142,0.668999481201172,0.375595231583081
57,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.533966323795213,0.0625362678614416,0.704088699817657,0.346429461733605
57,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.563052340032558,0.0629330095288506,0.713686978816986,0.329475803550345
57,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.586910242476859,0.0658338980147961,0.705570507049561,0.316281910543831
57,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.000606872112094279,-0.000161559165205755,0.495109856128693,0.497421689828326
57,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.314673096677633,0.0324754523465808,0.59665162563324,0.420602876903097
57,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.461459561253659,0.0528636609359256,0.658336877822876,0.375675426040813
57,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.526124356847881,0.0602823797828952,0.68345285654068,0.347084388810934
57,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.567801490029715,0.065812229088264,0.705351758003235,0.327595395905947
57,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.573525904666563,0.061580779943302,0.6924565076828,0.316309575894971
57,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.0026995595461208,-0.000246488467319275,0.500624847412109,0.501870716698902
57,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.320299675934422,0.0335459381249256,0.599882161617279,0.423583394803362
57,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.465386655226889,0.053016753518169,0.672878050804138,0.378840995429408
57,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.535100265648786,0.063638141839816,0.700477528572083,0.34852120164236
57,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.570956555832565,0.0654131438558558,0.72068647146225,0.327899657554877
57,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.591540243077024,0.0664403428371263,0.70332168340683,0.312878824653418
58,0,"5xAM",0.2,5,0.2,0,0,-0.000741698810217757,-0.000350672029200803,0.513999974727631,0.512371416024651
58,1,"5xAM",0.2,5,0.2,0,0,0.101532942329655,0.0477925448816547,0.550966393947601,0.524811710088392
58,2,"5xAM",0.2,5,0.2,0,0,0.173957869991039,0.0806376163274418,0.595300459861755,0.532969684494396
58,3,"5xAM",0.2,5,0.2,0,0,0.231897651902896,0.104554353840779,0.628763008117676,0.539053764335666
58,4,"5xAM",0.2,5,0.2,0,0,0.267239590910391,0.121034952434004,0.65846494436264,0.544889572137578
58,5,"5xAM",0.2,5,0.2,0,0,0.282757158105691,0.128191079157311,0.670318448543549,0.545765476439146
58,0,"5xAM",0.2,5,0.2,0,0,0.00181112383260338,0.00102950830435856,0.493800103664398,0.496342177457668
58,1,"5xAM",0.2,5,0.2,0,0,0.106372847785347,0.0488898559271505,0.541373002529144,0.508349362059943
58,2,"5xAM",0.2,5,0.2,0,0,0.179746464212782,0.0819046972188344,0.576233172416687,0.518930640474965
58,3,"5xAM",0.2,5,0.2,0,0,0.230842669814993,0.105178700017574,0.61381196975708,0.523348239487486
58,4,"5xAM",0.2,5,0.2,0,0,0.281306182343351,0.119356062343437,0.640477669239044,0.526545440833339
58,5,"5xAM",0.2,5,0.2,0,0,0.275494127827428,0.126633645750144,0.648103404045105,0.532510142255453
58,0,"5xAM",0.2,5,0.2,0,0,-0.0010572868603295,-0.000583223941684826,0.499663800001144,0.499015261995558
58,1,"5xAM",0.2,5,0.2,0,0,0.100232686389179,0.0476412025672316,0.54050098657608,0.510340938080398
58,2,"5xAM",0.2,5,0.2,0,0,0.178827225405428,0.0817987111257579,0.574408853054047,0.520515409239143
58,3,"5xAM",0.2,5,0.2,0,0,0.234087136786412,0.105562050168774,0.62466733455658,0.526041115444418
58,4,"5xAM",0.2,5,0.2,0,0,0.277940944081129,0.121489839713597,0.645829820632935,0.533016722023486
58,5,"5xAM",0.2,5,0.2,0,0,0.294631626105913,0.131915210717983,0.658338522911072,0.52854982791246
58,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00118909018744039,-0.000323689368884219,0.514359772205353,0.513321630119064
58,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.106623290220249,0.0490218010148571,0.55872790813446,0.524563642169181
58,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.182201259536578,0.0838634143262394,0.599886214733124,0.533864493626629
58,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.245263735871051,0.109288117508975,0.635986685752869,0.53793676519294
58,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.271932521928987,0.122741405523393,0.661820805072784,0.54555259672962
58,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.306929047543248,0.134818288549723,0.690013420581818,0.546144595088005
58,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.000389298469853654,0.000184056495820828,0.499214881658554,0.498504132939095
58,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0995372656705667,0.046663693133724,0.540849733352661,0.510069828322147
58,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.177716289668382,0.0810682006508796,0.579086482524872,0.519952434321862
58,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.228767603697906,0.104177066730233,0.613661324977875,0.522621326341326
58,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.278720391578585,0.120537755621218,0.622460651397705,0.523101649077815
58,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.306893418905715,0.13398306990887,0.644000601768494,0.532365990256415
58,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.00178684164748461,0.000843682126741553,0.503475379943848,0.501600866893275
58,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.106471939352016,0.0490778018309269,0.542930233478546,0.510357166235781
58,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.17883191394203,0.0827195778754127,0.579419207572937,0.519482105970776
58,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.230801961540754,0.103981156567352,0.618219077587128,0.525483613070582
58,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.272359915808974,0.119447042404213,0.631176650524139,0.529014537532849
58,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.288929324165898,0.126080932927617,0.651155948638916,0.533237375737384
58,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.00132464824148225,-1.30025323400014e-05,0.513628900051117,0.512206504645392
58,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.318766753241329,0.0345613617098007,0.621700346469879,0.437506656460672
58,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.457601507132208,0.054580691214257,0.69184684753418,0.400080651263139
58,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.527067918985859,0.0698010788384298,0.746175754070282,0.378173077198249
58,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.555912432945481,0.0737559842961876,0.767438757419586,0.368253461810533
58,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.583002300290556,0.0811130873256054,0.786487376689911,0.363446638628202
58,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.00207881112277391,0.00121207282728609,0.498056381940842,0.496531768627187
58,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.317980384481955,0.0345328732815541,0.604773950576782,0.425358398720649
58,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.461209930994856,0.0555426227981305,0.681533110141754,0.391098098728002
58,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.517782614656058,0.0652211276600475,0.723901128768921,0.371257062748363
58,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.556751869863863,0.0731908164455365,0.756292355060577,0.35821957596903
58,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.566478196290979,0.0718047737308492,0.756533098220825,0.357307332820938
58,0,"5xAM + VT",0.2,5,0.2,0.05,0,4.72317287188175e-05,-0.000740562977690374,0.498449248075485,0.498556105024432
58,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.324519577537413,0.0350273649041394,0.606098294258118,0.428454970994048
58,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.460204364148084,0.0551656398841559,0.681421160697937,0.389990591189425
58,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.514315449638851,0.0632033890191728,0.719506418704987,0.372912556425287
58,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.540244497859645,0.0669722588891834,0.726882874965668,0.360936852828209
58,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.547875832566358,0.0677708405952807,0.747875392436981,0.35608407792383
58,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.0011099013272504,0.000442517728435748,0.50902516245842,0.510955005266826
58,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.328163213347773,0.0350730018787007,0.615630793571472,0.430195441128754
58,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.472689584798068,0.0561328008589979,0.682671618461609,0.381771282002975
58,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.533839026982776,0.0635564040993242,0.703330445289612,0.353363322352832
58,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.577646706907055,0.0716722547794128,0.711410939693451,0.330228294328793
58,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.591004383988272,0.0670633996342808,0.720747017860413,0.31238533690869
58,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.000648250464422492,0.000219163299794301,0.49744713306427,0.496355079739377
58,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.320649406839994,0.0328863755498099,0.59580934047699,0.419063805582802
58,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.467122388843162,0.053767772945224,0.66490660905838,0.376469548528196
58,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.538130626386103,0.0632541463620596,0.712033689022064,0.351262095383324
58,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.582007561007822,0.0662179235778728,0.714931583404541,0.326665685822023
58,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.595568712067752,0.0636762828579231,0.719365525245667,0.308308733222464
58,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00158353052242186,0.000210087330724935,0.500740832090378,0.499840353294397
58,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.319713074519269,0.0335095084022559,0.599320566654205,0.422874554004712
58,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.462092971091056,0.0518244934565748,0.669003927707672,0.377889433829089
58,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.528720282736416,0.0606866353431656,0.695241761207581,0.346571302704576
58,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.578188204772876,0.0702526873709205,0.719413948059082,0.326056845510579
58,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.582725027537348,0.0656583340762436,0.704290974140167,0.311239880847583
59,0,"5xAM",0.2,5,0.2,0,0,-0.00218624524550526,-0.000855934883893087,0.491491782665253,0.487488337175452
59,1,"5xAM",0.2,5,0.2,0,0,0.0976347240782023,0.0452934351283652,0.521830582618713,0.499299018647009
59,2,"5xAM",0.2,5,0.2,0,0,0.167043300810454,0.0767421705828668,0.562556385993958,0.508170191593535
59,3,"5xAM",0.2,5,0.2,0,0,0.218769175989674,0.0981497343983729,0.602070355415344,0.51302884184749
59,4,"5xAM",0.2,5,0.2,0,0,0.245600918327153,0.113269609876756,0.618792963027954,0.519116891746813
59,5,"5xAM",0.2,5,0.2,0,0,0.288631279105706,0.1256548378992,0.640906929969788,0.525738348441742
59,0,"5xAM",0.2,5,0.2,0,0,-0.00116016355559698,-0.000519562787196522,0.49506276845932,0.493998280946015
59,1,"5xAM",0.2,5,0.2,0,0,0.0970470536149591,0.0454084980116662,0.536097860336304,0.505861952115937
59,2,"5xAM",0.2,5,0.2,0,0,0.172372823307775,0.0774448655397267,0.571957170963287,0.513819198971966
