"seed","gen","xAM","dx","value"
21,5,"2-variate","ANX",0.31785
22,5,"2-variate","ANX",0.329475
23,5,"2-variate","ANX",0.32565
24,5,"2-variate","ANX",0.31825
25,5,"2-variate","ANX",0.324875
26,5,"2-variate","ANX",0.331225
27,5,"2-variate","ANX",0.32745
28,5,"2-variate","ANX",0.32675
29,5,"2-variate","ANX",0.318325
30,5,"2-variate","ANX",0.318675
31,5,"2-variate","ANX",0.327725
32,5,"2-variate","ANX",0.31735
33,5,"2-variate","ANX",0.338875
34,5,"2-variate","ANX",0.320075
35,5,"2-variate","ANX",0.320375
36,5,"2-variate","ANX",0.3278
37,5,"2-variate","ANX",0.327275
38,5,"2-variate","ANX",0.32535
39,5,"2-variate","ANX",0.323675
40,5,"2-variate","ANX",0.33035
41,5,"2-variate","ANX",0.31675
42,5,"2-variate","ANX",0.322275
43,5,"2-variate","ANX",0.3397
44,5,"2-variate","ANX",0.3236
45,5,"2-variate","ANX",0.328625
46,5,"2-variate","ANX",0.32865
47,5,"2-variate","ANX",0.3242
48,5,"2-variate","ANX",0.31625
49,5,"2-variate","ANX",0.32705
1,0,"6-variate","ANX",0.308875
2,0,"6-variate","ANX",0.311
3,0,"6-variate","ANX",0.30725
4,0,"6-variate","ANX",0.32175
5,0,"6-variate","ANX",0.311875
6,0,"6-variate","ANX",0.321125
7,0,"6-variate","ANX",0.310875
8,0,"6-variate","ANX",0.322625
9,0,"6-variate","ANX",0.316625
10,0,"6-variate","ANX",0.3165
11,0,"6-variate","ANX",0.320375
12,0,"6-variate","ANX",0.304125
13,0,"6-variate","ANX",0.31175
14,0,"6-variate","ANX",0.31575
15,0,"6-variate","ANX",0.314375
16,0,"6-variate","ANX",0.31525
17,0,"6-variate","ANX",0.32225
18,0,"6-variate","ANX",0.31575
19,0,"6-variate","ANX",0.315125
20,0,"6-variate","ANX",0.32175
21,0,"6-variate","ANX",0.31075
22,0,"6-variate","ANX",0.324125
23,0,"6-variate","ANX",0.31575
24,0,"6-variate","ANX",0.3115
25,0,"6-variate","ANX",0.313875
26,0,"6-variate","ANX",0.31075
27,0,"6-variate","ANX",0.318375
28,0,"6-variate","ANX",0.3195
29,0,"6-variate","ANX",0.311
30,0,"6-variate","ANX",0.31125
31,0,"6-variate","ANX",0.314875
32,0,"6-variate","ANX",0.307625
33,0,"6-variate","ANX",0.32625
34,0,"6-variate","ANX",0.319375
35,0,"6-variate","ANX",0.315125
36,0,"6-variate","ANX",0.311
37,0,"6-variate","ANX",0.322
38,0,"6-variate","ANX",0.315
39,0,"6-variate","ANX",0.317
40,0,"6-variate","ANX",0.314
41,0,"6-variate","ANX",0.315125
42,0,"6-variate","ANX",0.317125
43,0,"6-variate","ANX",0.322125
44,0,"6-variate","ANX",0.322125
45,0,"6-variate","ANX",0.310625
46,0,"6-variate","ANX",0.316875
47,0,"6-variate","ANX",0.319125
48,0,"6-variate","ANX",0.311375
49,0,"6-variate","ANX",0.31125
1,1,"6-variate","ANX",0.318625
2,1,"6-variate","ANX",0.317
3,1,"6-variate","ANX",0.3145
4,1,"6-variate","ANX",0.327875
5,1,"6-variate","ANX",0.315375
6,1,"6-variate","ANX",0.3275
7,1,"6-variate","ANX",0.318375
8,1,"6-variate","ANX",0.326625
9,1,"6-variate","ANX",0.328
10,1,"6-variate","ANX",0.3185
11,1,"6-variate","ANX",0.32325
12,1,"6-variate","ANX",0.31675
13,1,"6-variate","ANX",0.311875
14,1,"6-variate","ANX",0.321375
15,1,"6-variate","ANX",0.32375
16,1,"6-variate","ANX",0.327
17,1,"6-variate","ANX",0.321125
18,1,"6-variate","ANX",0.320875
19,1,"6-variate","ANX",0.318
20,1,"6-variate","ANX",0.3275
21,1,"6-variate","ANX",0.309875
22,1,"6-variate","ANX",0.32625
23,1,"6-variate","ANX",0.3115
24,1,"6-variate","ANX",0.3115
25,1,"6-variate","ANX",0.32075
26,1,"6-variate","ANX",0.322625
27,1,"6-variate","ANX",0.32275
28,1,"6-variate","ANX",0.323875
29,1,"6-variate","ANX",0.31475
30,1,"6-variate","ANX",0.30775
31,1,"6-variate","ANX",0.318875
32,1,"6-variate","ANX",0.315375
33,1,"6-variate","ANX",0.336125
34,1,"6-variate","ANX",0.313875
35,1,"6-variate","ANX",0.31575
36,1,"6-variate","ANX",0.312875
37,1,"6-variate","ANX",0.319875
38,1,"6-variate","ANX",0.321125
39,1,"6-variate","ANX",0.327375
40,1,"6-variate","ANX",0.324375
41,1,"6-variate","ANX",0.3225
42,1,"6-variate","ANX",0.3115
43,1,"6-variate","ANX",0.32775
44,1,"6-variate","ANX",0.319125
45,1,"6-variate","ANX",0.327125
46,1,"6-variate","ANX",0.3205
47,1,"6-variate","ANX",0.312625
48,1,"6-variate","ANX",0.317875
49,1,"6-variate","ANX",0.31675
1,2,"6-variate","ANX",0.3225
2,2,"6-variate","ANX",0.321875
3,2,"6-variate","ANX",0.31325
4,2,"6-variate","ANX",0.31575
5,2,"6-variate","ANX",0.317875
6,2,"6-variate","ANX",0.33125
7,2,"6-variate","ANX",0.32225
8,2,"6-variate","ANX",0.32275
9,2,"6-variate","ANX",0.326875
10,2,"6-variate","ANX",0.32025
11,2,"6-variate","ANX",0.3165
12,2,"6-variate","ANX",0.302875
13,2,"6-variate","ANX",0.315625
14,2,"6-variate","ANX",0.32475
15,2,"6-variate","ANX",0.320625
16,2,"6-variate","ANX",0.338125
17,2,"6-variate","ANX",0.332875
18,2,"6-variate","ANX",0.318125
19,2,"6-variate","ANX",0.330375
20,2,"6-variate","ANX",0.328
21,2,"6-variate","ANX",0.31925
22,2,"6-variate","ANX",0.324125
23,2,"6-variate","ANX",0.31325
24,2,"6-variate","ANX",0.32
25,2,"6-variate","ANX",0.32025
26,2,"6-variate","ANX",0.323375
27,2,"6-variate","ANX",0.33125
28,2,"6-variate","ANX",0.3275
29,2,"6-variate","ANX",0.312375
30,2,"6-variate","ANX",0.312625
31,2,"6-variate","ANX",0.317
32,2,"6-variate","ANX",0.300125
33,2,"6-variate","ANX",0.3345
34,2,"6-variate","ANX",0.317125
35,2,"6-variate","ANX",0.329
36,2,"6-variate","ANX",0.311125
37,2,"6-variate","ANX",0.312
38,2,"6-variate","ANX",0.3145
39,2,"6-variate","ANX",0.32225
40,2,"6-variate","ANX",0.3245
41,2,"6-variate","ANX",0.330375
42,2,"6-variate","ANX",0.325375
43,2,"6-variate","ANX",0.330625
44,2,"6-variate","ANX",0.325
45,2,"6-variate","ANX",0.31925
46,2,"6-variate","ANX",0.33325
47,2,"6-variate","ANX",0.325
48,2,"6-variate","ANX",0.315375
49,2,"6-variate","ANX",0.32325
1,3,"6-variate","ANX",0.3215
2,3,"6-variate","ANX",0.321375
3,3,"6-variate","ANX",0.327125
4,3,"6-variate","ANX",0.317625
5,3,"6-variate","ANX",0.3185
6,3,"6-variate","ANX",0.326375
7,3,"6-variate","ANX",0.3335
8,3,"6-variate","ANX",0.324875
9,3,"6-variate","ANX",0.336375
10,3,"6-variate","ANX",0.31925
11,3,"6-variate","ANX",0.322125
12,3,"6-variate","ANX",0.31175
13,3,"6-variate","ANX",0.320125
14,3,"6-variate","ANX",0.330625
15,3,"6-variate","ANX",0.321875
16,3,"6-variate","ANX",0.334125
17,3,"6-variate","ANX",0.32575
18,3,"6-variate","ANX",0.322625
19,3,"6-variate","ANX",0.326
20,3,"6-variate","ANX",0.334
21,3,"6-variate","ANX",0.31125
22,3,"6-variate","ANX",0.328
23,3,"6-variate","ANX",0.32125
24,3,"6-variate","ANX",0.320125
25,3,"6-variate","ANX",0.32225
26,3,"6-variate","ANX",0.336125
27,3,"6-variate","ANX",0.32725
28,3,"6-variate","ANX",0.330625
29,3,"6-variate","ANX",0.31375
30,3,"6-variate","ANX",0.3175
31,3,"6-variate","ANX",0.317875
32,3,"6-variate","ANX",0.320125
33,3,"6-variate","ANX",0.340375
34,3,"6-variate","ANX",0.31125
35,3,"6-variate","ANX",0.317625
36,3,"6-variate","ANX",0.31225
37,3,"6-variate","ANX",0.318375
38,3,"6-variate","ANX",0.327125
39,3,"6-variate","ANX",0.3255
40,3,"6-variate","ANX",0.329125
41,3,"6-variate","ANX",0.33025
42,3,"6-variate","ANX",0.319125
43,3,"6-variate","ANX",0.339875
44,3,"6-variate","ANX",0.322875
45,3,"6-variate","ANX",0.323125
46,3,"6-variate","ANX",0.33325
47,3,"6-variate","ANX",0.324125
48,3,"6-variate","ANX",0.323375
49,3,"6-variate","ANX",0.3225
1,4,"6-variate","ANX",0.321125
2,4,"6-variate","ANX",0.3245
3,4,"6-variate","ANX",0.329375
4,4,"6-variate","ANX",0.325125
5,4,"6-variate","ANX",0.315125
6,4,"6-variate","ANX",0.33125
7,4,"6-variate","ANX",0.326
8,4,"6-variate","ANX",0.323625
9,4,"6-variate","ANX",0.343375
10,4,"6-variate","ANX",0.321
11,4,"6-variate","ANX",0.3225
12,4,"6-variate","ANX",0.32025
13,4,"6-variate","ANX",0.316375
14,4,"6-variate","ANX",0.329625
15,4,"6-variate","ANX",0.327375
16,4,"6-variate","ANX",0.339625
17,4,"6-variate","ANX",0.32825
18,4,"6-variate","ANX",0.32325
19,4,"6-variate","ANX",0.33175
20,4,"6-variate","ANX",0.343
21,4,"6-variate","ANX",0.314875
22,4,"6-variate","ANX",0.331
23,4,"6-variate","ANX",0.324625
24,4,"6-variate","ANX",0.31725
25,4,"6-variate","ANX",0.322375
26,4,"6-variate","ANX",0.327875
27,4,"6-variate","ANX",0.331625
28,4,"6-variate","ANX",0.33425
29,4,"6-variate","ANX",0.311875
30,4,"6-variate","ANX",0.325625
31,4,"6-variate","ANX",0.324125
32,4,"6-variate","ANX",0.322
33,4,"6-variate","ANX",0.335625
34,4,"6-variate","ANX",0.32625
35,4,"6-variate","ANX",0.327875
36,4,"6-variate","ANX",0.30625
37,4,"6-variate","ANX",0.315125
38,4,"6-variate","ANX",0.326125
39,4,"6-variate","ANX",0.329125
40,4,"6-variate","ANX",0.336375
41,4,"6-variate","ANX",0.33075
42,4,"6-variate","ANX",0.326875
43,4,"6-variate","ANX",0.33875
44,4,"6-variate","ANX",0.32525
45,4,"6-variate","ANX",0.3275
46,4,"6-variate","ANX",0.3385
47,4,"6-variate","ANX",0.329375
48,4,"6-variate","ANX",0.320125
49,4,"6-variate","ANX",0.32675
1,5,"6-variate","ANX",0.32975
2,5,"6-variate","ANX",0.3225
3,5,"6-variate","ANX",0.331
4,5,"6-variate","ANX",0.321125
5,5,"6-variate","ANX",0.316625
6,5,"6-variate","ANX",0.332
7,5,"6-variate","ANX",0.3365
8,5,"6-variate","ANX",0.332125
9,5,"6-variate","ANX",0.332625
10,5,"6-variate","ANX",0.32375
11,5,"6-variate","ANX",0.326375
12,5,"6-variate","ANX",0.311625
13,5,"6-variate","ANX",0.32625
14,5,"6-variate","ANX",0.329875
15,5,"6-variate","ANX",0.3325
16,5,"6-variate","ANX",0.3465
17,5,"6-variate","ANX",0.3235
18,5,"6-variate","ANX",0.322375
19,5,"6-variate","ANX",0.323
20,5,"6-variate","ANX",0.33825
21,5,"6-variate","ANX",0.3205
22,5,"6-variate","ANX",0.32775
23,5,"6-variate","ANX",0.321
24,5,"6-variate","ANX",0.3185
25,5,"6-variate","ANX",0.317
26,5,"6-variate","ANX",0.334375
27,5,"6-variate","ANX",0.320375
28,5,"6-variate","ANX",0.33075
29,5,"6-variate","ANX",0.310625
30,5,"6-variate","ANX",0.313875
31,5,"6-variate","ANX",0.3255
32,5,"6-variate","ANX",0.32075
33,5,"6-variate","ANX",0.338375
34,5,"6-variate","ANX",0.31975
35,5,"6-variate","ANX",0.32575
36,5,"6-variate","ANX",0.325
37,5,"6-variate","ANX",0.3195
38,5,"6-variate","ANX",0.322125
39,5,"6-variate","ANX",0.322875
40,5,"6-variate","ANX",0.34
41,5,"6-variate","ANX",0.3305
42,5,"6-variate","ANX",0.322625
43,5,"6-variate","ANX",0.34525
44,5,"6-variate","ANX",0.334375
45,5,"6-variate","ANX",0.328125
46,5,"6-variate","ANX",0.339125
47,5,"6-variate","ANX",0.326125
48,5,"6-variate","ANX",0.320375
49,5,"6-variate","ANX",0.327375
1,0,"2-variate","BIP",0.024125
2,0,"2-variate","BIP",0.02275
3,0,"2-variate","BIP",0.025375
4,0,"2-variate","BIP",0.0265
5,0,"2-variate","BIP",0.025125
6,0,"2-variate","BIP",0.025375
7,0,"2-variate","BIP",0.0285
8,0,"2-variate","BIP",0.0225
9,0,"2-variate","BIP",0.027125
10,0,"2-variate","BIP",0.02025
11,0,"2-variate","BIP",0.024125
12,0,"2-variate","BIP",0.02275
13,0,"2-variate","BIP",0.024375
14,0,"2-variate","BIP",0.025875
15,0,"2-variate","BIP",0.0195
16,0,"2-variate","BIP",0.03125
17,0,"2-variate","BIP",0.025
18,0,"2-variate","BIP",0.0295
19,0,"2-variate","BIP",0.02775
20,0,"2-variate","BIP",0.021125
21,0,"2-variate","BIP",0.02725
22,0,"2-variate","BIP",0.02175
23,0,"2-variate","BIP",0.02525
24,0,"2-variate","BIP",0.0235
25,0,"2-variate","BIP",0.02725
26,0,"2-variate","BIP",0.025875
27,0,"2-variate","BIP",0.02575
28,0,"2-variate","BIP",0.0305
29,0,"2-variate","BIP",0.027375
30,0,"2-variate","BIP",0.021
31,0,"2-variate","BIP",0.0245
32,0,"2-variate","BIP",0.01875
33,0,"2-variate","BIP",0.030375
34,0,"2-variate","BIP",0.029625
35,0,"2-variate","BIP",0.029125
36,0,"2-variate","BIP",0.0255
37,0,"2-variate","BIP",0.027
38,0,"2-variate","BIP",0.028875
39,0,"2-variate","BIP",0.02375
40,0,"2-variate","BIP",0.0265
41,0,"2-variate","BIP",0.024125
42,0,"2-variate","BIP",0.02275
43,0,"2-variate","BIP",0.02525
44,0,"2-variate","BIP",0.026
45,0,"2-variate","BIP",0.0305
46,0,"2-variate","BIP",0.01975
47,0,"2-variate","BIP",0.023625
48,0,"2-variate","BIP",0.027
49,0,"2-variate","BIP",0.02375
1,1,"2-variate","BIP",0.023875
2,1,"2-variate","BIP",0.025425
3,1,"2-variate","BIP",0.02925
4,1,"2-variate","BIP",0.02815
5,1,"2-variate","BIP",0.024775
6,1,"2-variate","BIP",0.02665
7,1,"2-variate","BIP",0.0303
8,1,"2-variate","BIP",0.0247
9,1,"2-variate","BIP",0.028
10,1,"2-variate","BIP",0.02105
11,1,"2-variate","BIP",0.02565
12,1,"2-variate","BIP",0.0256
13,1,"2-variate","BIP",0.026025
14,1,"2-variate","BIP",0.027225
15,1,"2-variate","BIP",0.0219
16,1,"2-variate","BIP",0.03145
17,1,"2-variate","BIP",0.02715
18,1,"2-variate","BIP",0.02835
19,1,"2-variate","BIP",0.026475
20,1,"2-variate","BIP",0.0239
21,1,"2-variate","BIP",0.02765
22,1,"2-variate","BIP",0.0213
23,1,"2-variate","BIP",0.025975
24,1,"2-variate","BIP",0.025975
25,1,"2-variate","BIP",0.0296
26,1,"2-variate","BIP",0.0233
27,1,"2-variate","BIP",0.026125
28,1,"2-variate","BIP",0.0291
29,1,"2-variate","BIP",0.02565
30,1,"2-variate","BIP",0.022
31,1,"2-variate","BIP",0.0259
32,1,"2-variate","BIP",0.0198
33,1,"2-variate","BIP",0.0291
34,1,"2-variate","BIP",0.029775
35,1,"2-variate","BIP",0.032125
36,1,"2-variate","BIP",0.028125
37,1,"2-variate","BIP",0.0277
38,1,"2-variate","BIP",0.0229
39,1,"2-variate","BIP",0.021775
40,1,"2-variate","BIP",0.0276
41,1,"2-variate","BIP",0.0243
42,1,"2-variate","BIP",0.0246
43,1,"2-variate","BIP",0.0259
44,1,"2-variate","BIP",0.0262
45,1,"2-variate","BIP",0.02665
46,1,"2-variate","BIP",0.0223
47,1,"2-variate","BIP",0.025125
48,1,"2-variate","BIP",0.026525
49,1,"2-variate","BIP",0.0237
1,2,"2-variate","BIP",0.023575
2,2,"2-variate","BIP",0.026575
3,2,"2-variate","BIP",0.028825
4,2,"2-variate","BIP",0.026775
5,2,"2-variate","BIP",0.02415
6,2,"2-variate","BIP",0.025275
7,2,"2-variate","BIP",0.0294
8,2,"2-variate","BIP",0.026625
9,2,"2-variate","BIP",0.026775
10,2,"2-variate","BIP",0.022075
11,2,"2-variate","BIP",0.02565
12,2,"2-variate","BIP",0.026025
13,2,"2-variate","BIP",0.0306
14,2,"2-variate","BIP",0.0278
15,2,"2-variate","BIP",0.0238
16,2,"2-variate","BIP",0.0319
17,2,"2-variate","BIP",0.024625
18,2,"2-variate","BIP",0.029675
19,2,"2-variate","BIP",0.027875
20,2,"2-variate","BIP",0.023025
21,2,"2-variate","BIP",0.028025
22,2,"2-variate","BIP",0.024075
23,2,"2-variate","BIP",0.026525
24,2,"2-variate","BIP",0.026875
25,2,"2-variate","BIP",0.031025
26,2,"2-variate","BIP",0.02655
27,2,"2-variate","BIP",0.026075
28,2,"2-variate","BIP",0.029175
29,2,"2-variate","BIP",0.026225
30,2,"2-variate","BIP",0.02345
31,2,"2-variate","BIP",0.027325
32,2,"2-variate","BIP",0.021825
33,2,"2-variate","BIP",0.03055
34,2,"2-variate","BIP",0.02935
35,2,"2-variate","BIP",0.03295
36,2,"2-variate","BIP",0.030075
37,2,"2-variate","BIP",0.027825
38,2,"2-variate","BIP",0.022475
39,2,"2-variate","BIP",0.02115
40,2,"2-variate","BIP",0.027725
41,2,"2-variate","BIP",0.025625
42,2,"2-variate","BIP",0.024875
43,2,"2-variate","BIP",0.026425
44,2,"2-variate","BIP",0.028025
45,2,"2-variate","BIP",0.02695
46,2,"2-variate","BIP",0.022175
47,2,"2-variate","BIP",0.023925
48,2,"2-variate","BIP",0.025675
49,2,"2-variate","BIP",0.02405
1,3,"2-variate","BIP",0.02445
2,3,"2-variate","BIP",0.02795
3,3,"2-variate","BIP",0.030025
4,3,"2-variate","BIP",0.02825
5,3,"2-variate","BIP",0.025525
6,3,"2-variate","BIP",0.02575
7,3,"2-variate","BIP",0.0296
8,3,"2-variate","BIP",0.0275
9,3,"2-variate","BIP",0.026625
10,3,"2-variate","BIP",0.023175
11,3,"2-variate","BIP",0.02595
12,3,"2-variate","BIP",0.025475
13,3,"2-variate","BIP",0.029325
14,3,"2-variate","BIP",0.028875
15,3,"2-variate","BIP",0.022025
16,3,"2-variate","BIP",0.03535
17,3,"2-variate","BIP",0.0264
18,3,"2-variate","BIP",0.029675
19,3,"2-variate","BIP",0.02865
20,3,"2-variate","BIP",0.023175
21,3,"2-variate","BIP",0.0282
22,3,"2-variate","BIP",0.022425
23,3,"2-variate","BIP",0.025275
24,3,"2-variate","BIP",0.024075
25,3,"2-variate","BIP",0.034225
26,3,"2-variate","BIP",0.024725
27,3,"2-variate","BIP",0.0273
28,3,"2-variate","BIP",0.02975
29,3,"2-variate","BIP",0.0273
30,3,"2-variate","BIP",0.023975
31,3,"2-variate","BIP",0.0282
32,3,"2-variate","BIP",0.022725
33,3,"2-variate","BIP",0.03035
34,3,"2-variate","BIP",0.02995
35,3,"2-variate","BIP",0.034625
36,3,"2-variate","BIP",0.028025
37,3,"2-variate","BIP",0.026575
38,3,"2-variate","BIP",0.024225
39,3,"2-variate","BIP",0.022775
40,3,"2-variate","BIP",0.026575
41,3,"2-variate","BIP",0.024975
42,3,"2-variate","BIP",0.025875
43,3,"2-variate","BIP",0.026125
44,3,"2-variate","BIP",0.027675
45,3,"2-variate","BIP",0.029
46,3,"2-variate","BIP",0.0249
47,3,"2-variate","BIP",0.024975
48,3,"2-variate","BIP",0.0271
49,3,"2-variate","BIP",0.0264
1,4,"2-variate","BIP",0.024325
2,4,"2-variate","BIP",0.027725
3,4,"2-variate","BIP",0.030225
4,4,"2-variate","BIP",0.028
5,4,"2-variate","BIP",0.024825
6,4,"2-variate","BIP",0.026825
7,4,"2-variate","BIP",0.029625
8,4,"2-variate","BIP",0.0272
9,4,"2-variate","BIP",0.028325
10,4,"2-variate","BIP",0.0216
11,4,"2-variate","BIP",0.02565
12,4,"2-variate","BIP",0.02575
13,4,"2-variate","BIP",0.02805
14,4,"2-variate","BIP",0.030325
15,4,"2-variate","BIP",0.023975
16,4,"2-variate","BIP",0.033125
17,4,"2-variate","BIP",0.025075
18,4,"2-variate","BIP",0.029
19,4,"2-variate","BIP",0.028125
20,4,"2-variate","BIP",0.0234
21,4,"2-variate","BIP",0.02825
22,4,"2-variate","BIP",0.023775
23,4,"2-variate","BIP",0.027
24,4,"2-variate","BIP",0.023625
25,4,"2-variate","BIP",0.033275
26,4,"2-variate","BIP",0.025625
27,4,"2-variate","BIP",0.027225
28,4,"2-variate","BIP",0.0301
29,4,"2-variate","BIP",0.0283
30,4,"2-variate","BIP",0.024425
31,4,"2-variate","BIP",0.02515
32,4,"2-variate","BIP",0.022
33,4,"2-variate","BIP",0.030075
34,4,"2-variate","BIP",0.0298
35,4,"2-variate","BIP",0.03245
36,4,"2-variate","BIP",0.02665
37,4,"2-variate","BIP",0.0287
38,4,"2-variate","BIP",0.02535
39,4,"2-variate","BIP",0.021075
40,4,"2-variate","BIP",0.029075
41,4,"2-variate","BIP",0.024425
42,4,"2-variate","BIP",0.0256
43,4,"2-variate","BIP",0.0251
44,4,"2-variate","BIP",0.02875
45,4,"2-variate","BIP",0.02705
46,4,"2-variate","BIP",0.022675
47,4,"2-variate","BIP",0.024825
48,4,"2-variate","BIP",0.02755
49,4,"2-variate","BIP",0.024775
1,5,"2-variate","BIP",0.0252
2,5,"2-variate","BIP",0.026875
3,5,"2-variate","BIP",0.029725
4,5,"2-variate","BIP",0.02755
5,5,"2-variate","BIP",0.024225
6,5,"2-variate","BIP",0.027325
7,5,"2-variate","BIP",0.0307
8,5,"2-variate","BIP",0.025725
9,5,"2-variate","BIP",0.0269
10,5,"2-variate","BIP",0.0215
11,5,"2-variate","BIP",0.02635
12,5,"2-variate","BIP",0.0271
13,5,"2-variate","BIP",0.028575
14,5,"2-variate","BIP",0.031775
15,5,"2-variate","BIP",0.0237
16,5,"2-variate","BIP",0.03395
17,5,"2-variate","BIP",0.02575
18,5,"2-variate","BIP",0.03065
19,5,"2-variate","BIP",0.028825
20,5,"2-variate","BIP",0.026075
21,5,"2-variate","BIP",0.02875
22,5,"2-variate","BIP",0.024425
23,5,"2-variate","BIP",0.028
24,5,"2-variate","BIP",0.026825
25,5,"2-variate","BIP",0.0305
26,5,"2-variate","BIP",0.0261
27,5,"2-variate","BIP",0.02665
28,5,"2-variate","BIP",0.03215
29,5,"2-variate","BIP",0.02565
30,5,"2-variate","BIP",0.023475
31,5,"2-variate","BIP",0.02645
32,5,"2-variate","BIP",0.021175
33,5,"2-variate","BIP",0.031275
34,5,"2-variate","BIP",0.03085
35,5,"2-variate","BIP",0.032875
36,5,"2-variate","BIP",0.0276
37,5,"2-variate","BIP",0.02835
38,5,"2-variate","BIP",0.02395
39,5,"2-variate","BIP",0.021975
40,5,"2-variate","BIP",0.028025
41,5,"2-variate","BIP",0.02435
42,5,"2-variate","BIP",0.025575
43,5,"2-variate","BIP",0.022875
44,5,"2-variate","BIP",0.02825
45,5,"2-variate","BIP",0.028325
46,5,"2-variate","BIP",0.024175
47,5,"2-variate","BIP",0.02625
48,5,"2-variate","BIP",0.026325
49,5,"2-variate","BIP",0.02565
1,0,"6-variate","BIP",0.024125
2,0,"6-variate","BIP",0.02275
3,0,"6-variate","BIP",0.025375
4,0,"6-variate","BIP",0.0265
5,0,"6-variate","BIP",0.025125
6,0,"6-variate","BIP",0.025375
7,0,"6-variate","BIP",0.0285
8,0,"6-variate","BIP",0.0225
9,0,"6-variate","BIP",0.027125
10,0,"6-variate","BIP",0.02025
11,0,"6-variate","BIP",0.024125
12,0,"6-variate","BIP",0.02275
13,0,"6-variate","BIP",0.024375
14,0,"6-variate","BIP",0.025875
15,0,"6-variate","BIP",0.0195
16,0,"6-variate","BIP",0.03125
17,0,"6-variate","BIP",0.025
18,0,"6-variate","BIP",0.0295
19,0,"6-variate","BIP",0.02775
20,0,"6-variate","BIP",0.021125
21,0,"6-variate","BIP",0.02725
22,0,"6-variate","BIP",0.02175
23,0,"6-variate","BIP",0.02525
24,0,"6-variate","BIP",0.0235
25,0,"6-variate","BIP",0.02725
26,0,"6-variate","BIP",0.025875
27,0,"6-variate","BIP",0.02575
28,0,"6-variate","BIP",0.0305
29,0,"6-variate","BIP",0.027375
30,0,"6-variate","BIP",0.021
31,0,"6-variate","BIP",0.0245
32,0,"6-variate","BIP",0.01875
33,0,"6-variate","BIP",0.030375
34,0,"6-variate","BIP",0.029625
35,0,"6-variate","BIP",0.029125
36,0,"6-variate","BIP",0.0255
37,0,"6-variate","BIP",0.027
38,0,"6-variate","BIP",0.028875
39,0,"6-variate","BIP",0.02375
40,0,"6-variate","BIP",0.0265
41,0,"6-variate","BIP",0.024125
42,0,"6-variate","BIP",0.02275
43,0,"6-variate","BIP",0.02525
44,0,"6-variate","BIP",0.026
45,0,"6-variate","BIP",0.0305
46,0,"6-variate","BIP",0.01975
47,0,"6-variate","BIP",0.023625
48,0,"6-variate","BIP",0.027
49,0,"6-variate","BIP",0.02375
1,1,"6-variate","BIP",0.024625
2,1,"6-variate","BIP",0.025375
3,1,"6-variate","BIP",0.0275
4,1,"6-variate","BIP",0.03
5,1,"6-variate","BIP",0.02775
6,1,"6-variate","BIP",0.027
7,1,"6-variate","BIP",0.031625
8,1,"6-variate","BIP",0.0215
9,1,"6-variate","BIP",0.028875
10,1,"6-variate","BIP",0.021375
11,1,"6-variate","BIP",0.024625
12,1,"6-variate","BIP",0.026
13,1,"6-variate","BIP",0.0285
14,1,"6-variate","BIP",0.029875
15,1,"6-variate","BIP",0.0195
16,1,"6-variate","BIP",0.031875
17,1,"6-variate","BIP",0.0285
18,1,"6-variate","BIP",0.029
19,1,"6-variate","BIP",0.0255
20,1,"6-variate","BIP",0.025375
21,1,"6-variate","BIP",0.0275
22,1,"6-variate","BIP",0.020375
23,1,"6-variate","BIP",0.027625
24,1,"6-variate","BIP",0.025
25,1,"6-variate","BIP",0.0305
26,1,"6-variate","BIP",0.025125
27,1,"6-variate","BIP",0.0255
28,1,"6-variate","BIP",0.033
29,1,"6-variate","BIP",0.024875
30,1,"6-variate","BIP",0.021125
31,1,"6-variate","BIP",0.027125
32,1,"6-variate","BIP",0.0195
33,1,"6-variate","BIP",0.026625
34,1,"6-variate","BIP",0.03175
35,1,"6-variate","BIP",0.031875
36,1,"6-variate","BIP",0.027625
37,1,"6-variate","BIP",0.0295
38,1,"6-variate","BIP",0.023875
39,1,"6-variate","BIP",0.02075
40,1,"6-variate","BIP",0.030125
41,1,"6-variate","BIP",0.024
42,1,"6-variate","BIP",0.02375
43,1,"6-variate","BIP",0.022625
44,1,"6-variate","BIP",0.02325
45,1,"6-variate","BIP",0.029
46,1,"6-variate","BIP",0.023125
47,1,"6-variate","BIP",0.023625
48,1,"6-variate","BIP",0.02725
49,1,"6-variate","BIP",0.02375
1,2,"6-variate","BIP",0.0255
2,2,"6-variate","BIP",0.027625
3,2,"6-variate","BIP",0.030625
4,2,"6-variate","BIP",0.0265
5,2,"6-variate","BIP",0.025625
6,2,"6-variate","BIP",0.024375
7,2,"6-variate","BIP",0.02925
8,2,"6-variate","BIP",0.025875
9,2,"6-variate","BIP",0.028125
10,2,"6-variate","BIP",0.024625
11,2,"6-variate","BIP",0.024375
12,2,"6-variate","BIP",0.026125
13,2,"6-variate","BIP",0.028125
14,2,"6-variate","BIP",0.02825
15,2,"6-variate","BIP",0.024
16,2,"6-variate","BIP",0.034375
17,2,"6-variate","BIP",0.027625
18,2,"6-variate","BIP",0.0305
19,2,"6-variate","BIP",0.0255
20,2,"6-variate","BIP",0.023
21,2,"6-variate","BIP",0.031875
22,2,"6-variate","BIP",0.0255
23,2,"6-variate","BIP",0.026875
24,2,"6-variate","BIP",0.02575
