"seed","gen","xAM","dx","value"
29,5,"6-variate","MDD",0.143375
30,5,"6-variate","MDD",0.1465
31,5,"6-variate","MDD",0.151
32,5,"6-variate","MDD",0.155375
33,5,"6-variate","MDD",0.148
34,5,"6-variate","MDD",0.151375
35,5,"6-variate","MDD",0.144375
36,5,"6-variate","MDD",0.15125
37,5,"6-variate","MDD",0.147125
38,5,"6-variate","MDD",0.15075
39,5,"6-variate","MDD",0.146125
40,5,"6-variate","MDD",0.137125
41,5,"6-variate","MDD",0.146375
42,5,"6-variate","MDD",0.139875
43,5,"6-variate","MDD",0.157875
44,5,"6-variate","MDD",0.14625
45,5,"6-variate","MDD",0.151625
46,5,"6-variate","MDD",0.157375
47,5,"6-variate","MDD",0.140625
48,5,"6-variate","MDD",0.14175
49,5,"6-variate","MDD",0.147125
1,0,"2-variate","SCZ",0.0405
2,0,"2-variate","SCZ",0.036875
3,0,"2-variate","SCZ",0.0415
4,0,"2-variate","SCZ",0.046
5,0,"2-variate","SCZ",0.044625
6,0,"2-variate","SCZ",0.045625
7,0,"2-variate","SCZ",0.044125
8,0,"2-variate","SCZ",0.036875
9,0,"2-variate","SCZ",0.042625
10,0,"2-variate","SCZ",0.034
11,0,"2-variate","SCZ",0.03625
12,0,"2-variate","SCZ",0.048375
13,0,"2-variate","SCZ",0.03925
14,0,"2-variate","SCZ",0.03325
15,0,"2-variate","SCZ",0.040875
16,0,"2-variate","SCZ",0.034875
17,0,"2-variate","SCZ",0.0455
18,0,"2-variate","SCZ",0.04275
19,0,"2-variate","SCZ",0.041
20,0,"2-variate","SCZ",0.037875
21,0,"2-variate","SCZ",0.03975
22,0,"2-variate","SCZ",0.03975
23,0,"2-variate","SCZ",0.041375
24,0,"2-variate","SCZ",0.03575
25,0,"2-variate","SCZ",0.0415
26,0,"2-variate","SCZ",0.034125
27,0,"2-variate","SCZ",0.04025
28,0,"2-variate","SCZ",0.03525
29,0,"2-variate","SCZ",0.03775
30,0,"2-variate","SCZ",0.0415
31,0,"2-variate","SCZ",0.04125
32,0,"2-variate","SCZ",0.04375
33,0,"2-variate","SCZ",0.04025
34,0,"2-variate","SCZ",0.043125
35,0,"2-variate","SCZ",0.040875
36,0,"2-variate","SCZ",0.042875
37,0,"2-variate","SCZ",0.037125
38,0,"2-variate","SCZ",0.038875
39,0,"2-variate","SCZ",0.04
40,0,"2-variate","SCZ",0.045625
41,0,"2-variate","SCZ",0.04725
42,0,"2-variate","SCZ",0.03525
43,0,"2-variate","SCZ",0.04475
44,0,"2-variate","SCZ",0.03225
45,0,"2-variate","SCZ",0.0445
46,0,"2-variate","SCZ",0.036375
47,0,"2-variate","SCZ",0.035875
48,0,"2-variate","SCZ",0.038375
49,0,"2-variate","SCZ",0.044125
1,1,"2-variate","SCZ",0.042825
2,1,"2-variate","SCZ",0.04105
3,1,"2-variate","SCZ",0.0432
4,1,"2-variate","SCZ",0.04645
5,1,"2-variate","SCZ",0.046275
6,1,"2-variate","SCZ",0.048575
7,1,"2-variate","SCZ",0.0459
8,1,"2-variate","SCZ",0.0444
9,1,"2-variate","SCZ",0.044625
10,1,"2-variate","SCZ",0.040975
11,1,"2-variate","SCZ",0.0368
12,1,"2-variate","SCZ",0.0496
13,1,"2-variate","SCZ",0.043475
14,1,"2-variate","SCZ",0.033075
15,1,"2-variate","SCZ",0.0437
16,1,"2-variate","SCZ",0.039025
17,1,"2-variate","SCZ",0.048525
18,1,"2-variate","SCZ",0.04775
19,1,"2-variate","SCZ",0.04535
20,1,"2-variate","SCZ",0.039275
21,1,"2-variate","SCZ",0.044825
22,1,"2-variate","SCZ",0.046425
23,1,"2-variate","SCZ",0.04935
24,1,"2-variate","SCZ",0.035025
25,1,"2-variate","SCZ",0.046225
26,1,"2-variate","SCZ",0.0433
27,1,"2-variate","SCZ",0.04425
28,1,"2-variate","SCZ",0.039725
29,1,"2-variate","SCZ",0.042975
30,1,"2-variate","SCZ",0.0486
31,1,"2-variate","SCZ",0.04055
32,1,"2-variate","SCZ",0.043375
33,1,"2-variate","SCZ",0.04095
34,1,"2-variate","SCZ",0.0433
35,1,"2-variate","SCZ",0.04535
36,1,"2-variate","SCZ",0.04405
37,1,"2-variate","SCZ",0.039225
38,1,"2-variate","SCZ",0.0436
39,1,"2-variate","SCZ",0.044025
40,1,"2-variate","SCZ",0.046025
41,1,"2-variate","SCZ",0.0502
42,1,"2-variate","SCZ",0.0373
43,1,"2-variate","SCZ",0.04975
44,1,"2-variate","SCZ",0.039175
45,1,"2-variate","SCZ",0.04865
46,1,"2-variate","SCZ",0.040025
47,1,"2-variate","SCZ",0.03915
48,1,"2-variate","SCZ",0.038025
49,1,"2-variate","SCZ",0.0444
1,2,"2-variate","SCZ",0.047675
2,2,"2-variate","SCZ",0.0421
3,2,"2-variate","SCZ",0.045725
4,2,"2-variate","SCZ",0.049725
5,2,"2-variate","SCZ",0.048975
6,2,"2-variate","SCZ",0.052225
7,2,"2-variate","SCZ",0.046775
8,2,"2-variate","SCZ",0.0471
9,2,"2-variate","SCZ",0.04735
10,2,"2-variate","SCZ",0.044325
11,2,"2-variate","SCZ",0.04415
12,2,"2-variate","SCZ",0.0565
13,2,"2-variate","SCZ",0.04855
14,2,"2-variate","SCZ",0.036875
15,2,"2-variate","SCZ",0.045575
16,2,"2-variate","SCZ",0.0396
17,2,"2-variate","SCZ",0.0534
18,2,"2-variate","SCZ",0.0463
19,2,"2-variate","SCZ",0.050525
20,2,"2-variate","SCZ",0.0446
21,2,"2-variate","SCZ",0.0455
22,2,"2-variate","SCZ",0.047225
23,2,"2-variate","SCZ",0.0555
24,2,"2-variate","SCZ",0.03725
25,2,"2-variate","SCZ",0.04975
26,2,"2-variate","SCZ",0.04645
27,2,"2-variate","SCZ",0.048375
28,2,"2-variate","SCZ",0.042725
29,2,"2-variate","SCZ",0.0429
30,2,"2-variate","SCZ",0.051075
31,2,"2-variate","SCZ",0.043975
32,2,"2-variate","SCZ",0.0471
33,2,"2-variate","SCZ",0.044325
34,2,"2-variate","SCZ",0.04635
35,2,"2-variate","SCZ",0.046275
36,2,"2-variate","SCZ",0.048875
37,2,"2-variate","SCZ",0.04185
38,2,"2-variate","SCZ",0.0485
39,2,"2-variate","SCZ",0.044625
40,2,"2-variate","SCZ",0.049125
41,2,"2-variate","SCZ",0.051775
42,2,"2-variate","SCZ",0.037025
43,2,"2-variate","SCZ",0.048775
44,2,"2-variate","SCZ",0.04005
45,2,"2-variate","SCZ",0.0507
46,2,"2-variate","SCZ",0.0423
47,2,"2-variate","SCZ",0.039175
48,2,"2-variate","SCZ",0.044725
49,2,"2-variate","SCZ",0.048125
1,3,"2-variate","SCZ",0.045025
2,3,"2-variate","SCZ",0.0416
3,3,"2-variate","SCZ",0.0478
4,3,"2-variate","SCZ",0.051875
5,3,"2-variate","SCZ",0.053375
6,3,"2-variate","SCZ",0.053725
7,3,"2-variate","SCZ",0.04875
8,3,"2-variate","SCZ",0.04805
9,3,"2-variate","SCZ",0.047775
10,3,"2-variate","SCZ",0.045775
11,3,"2-variate","SCZ",0.043675
12,3,"2-variate","SCZ",0.056225
13,3,"2-variate","SCZ",0.048325
14,3,"2-variate","SCZ",0.0374
15,3,"2-variate","SCZ",0.0466
16,3,"2-variate","SCZ",0.040675
17,3,"2-variate","SCZ",0.054625
18,3,"2-variate","SCZ",0.049625
19,3,"2-variate","SCZ",0.05105
20,3,"2-variate","SCZ",0.045725
21,3,"2-variate","SCZ",0.0469
22,3,"2-variate","SCZ",0.0477
23,3,"2-variate","SCZ",0.057775
24,3,"2-variate","SCZ",0.04055
25,3,"2-variate","SCZ",0.052275
26,3,"2-variate","SCZ",0.04575
27,3,"2-variate","SCZ",0.04965
28,3,"2-variate","SCZ",0.042
29,3,"2-variate","SCZ",0.044725
30,3,"2-variate","SCZ",0.053575
31,3,"2-variate","SCZ",0.045375
32,3,"2-variate","SCZ",0.04805
33,3,"2-variate","SCZ",0.0433
34,3,"2-variate","SCZ",0.0432
35,3,"2-variate","SCZ",0.049275
36,3,"2-variate","SCZ",0.048575
37,3,"2-variate","SCZ",0.042075
38,3,"2-variate","SCZ",0.0495
39,3,"2-variate","SCZ",0.04605
40,3,"2-variate","SCZ",0.05155
41,3,"2-variate","SCZ",0.05045
42,3,"2-variate","SCZ",0.037825
43,3,"2-variate","SCZ",0.05185
44,3,"2-variate","SCZ",0.040725
45,3,"2-variate","SCZ",0.051625
46,3,"2-variate","SCZ",0.042
47,3,"2-variate","SCZ",0.04275
48,3,"2-variate","SCZ",0.0465
49,3,"2-variate","SCZ",0.047825
1,4,"2-variate","SCZ",0.048375
2,4,"2-variate","SCZ",0.0455
3,4,"2-variate","SCZ",0.048475
4,4,"2-variate","SCZ",0.052075
5,4,"2-variate","SCZ",0.0528
6,4,"2-variate","SCZ",0.055675
7,4,"2-variate","SCZ",0.050075
8,4,"2-variate","SCZ",0.05135
9,4,"2-variate","SCZ",0.05045
10,4,"2-variate","SCZ",0.048275
11,4,"2-variate","SCZ",0.043825
12,4,"2-variate","SCZ",0.057825
13,4,"2-variate","SCZ",0.049
14,4,"2-variate","SCZ",0.04355
15,4,"2-variate","SCZ",0.0489
16,4,"2-variate","SCZ",0.041825
17,4,"2-variate","SCZ",0.059625
18,4,"2-variate","SCZ",0.053625
19,4,"2-variate","SCZ",0.048975
20,4,"2-variate","SCZ",0.046175
21,4,"2-variate","SCZ",0.046875
22,4,"2-variate","SCZ",0.05015
23,4,"2-variate","SCZ",0.0578
24,4,"2-variate","SCZ",0.03955
25,4,"2-variate","SCZ",0.05095
26,4,"2-variate","SCZ",0.047375
27,4,"2-variate","SCZ",0.0491
28,4,"2-variate","SCZ",0.0428
29,4,"2-variate","SCZ",0.048475
30,4,"2-variate","SCZ",0.053525
31,4,"2-variate","SCZ",0.0456
32,4,"2-variate","SCZ",0.047825
33,4,"2-variate","SCZ",0.042225
34,4,"2-variate","SCZ",0.046775
35,4,"2-variate","SCZ",0.04765
36,4,"2-variate","SCZ",0.052125
37,4,"2-variate","SCZ",0.043175
38,4,"2-variate","SCZ",0.04805
39,4,"2-variate","SCZ",0.045775
40,4,"2-variate","SCZ",0.056275
41,4,"2-variate","SCZ",0.0518
42,4,"2-variate","SCZ",0.0403
43,4,"2-variate","SCZ",0.053425
44,4,"2-variate","SCZ",0.041425
45,4,"2-variate","SCZ",0.0543
46,4,"2-variate","SCZ",0.04305
47,4,"2-variate","SCZ",0.039725
48,4,"2-variate","SCZ",0.045725
49,4,"2-variate","SCZ",0.05
1,5,"2-variate","SCZ",0.051425
2,5,"2-variate","SCZ",0.044775
3,5,"2-variate","SCZ",0.0486
4,5,"2-variate","SCZ",0.0521
5,5,"2-variate","SCZ",0.0539
6,5,"2-variate","SCZ",0.056575
7,5,"2-variate","SCZ",0.049175
8,5,"2-variate","SCZ",0.04915
9,5,"2-variate","SCZ",0.0506
10,5,"2-variate","SCZ",0.0467
11,5,"2-variate","SCZ",0.046225
12,5,"2-variate","SCZ",0.0571
13,5,"2-variate","SCZ",0.05065
14,5,"2-variate","SCZ",0.038875
15,5,"2-variate","SCZ",0.04825
16,5,"2-variate","SCZ",0.043
17,5,"2-variate","SCZ",0.057525
18,5,"2-variate","SCZ",0.0522
19,5,"2-variate","SCZ",0.051275
20,5,"2-variate","SCZ",0.04605
21,5,"2-variate","SCZ",0.046125
22,5,"2-variate","SCZ",0.0491
23,5,"2-variate","SCZ",0.059175
24,5,"2-variate","SCZ",0.042425
25,5,"2-variate","SCZ",0.053575
26,5,"2-variate","SCZ",0.047375
27,5,"2-variate","SCZ",0.0514
28,5,"2-variate","SCZ",0.046575
29,5,"2-variate","SCZ",0.045
30,5,"2-variate","SCZ",0.05395
31,5,"2-variate","SCZ",0.0473
32,5,"2-variate","SCZ",0.048375
33,5,"2-variate","SCZ",0.0441
34,5,"2-variate","SCZ",0.04615
35,5,"2-variate","SCZ",0.04865
36,5,"2-variate","SCZ",0.0525
37,5,"2-variate","SCZ",0.04145
38,5,"2-variate","SCZ",0.0492
39,5,"2-variate","SCZ",0.0449
40,5,"2-variate","SCZ",0.054725
41,5,"2-variate","SCZ",0.052275
42,5,"2-variate","SCZ",0.04105
43,5,"2-variate","SCZ",0.054
44,5,"2-variate","SCZ",0.043225
45,5,"2-variate","SCZ",0.055525
46,5,"2-variate","SCZ",0.043725
47,5,"2-variate","SCZ",0.039175
48,5,"2-variate","SCZ",0.048525
49,5,"2-variate","SCZ",0.04925
1,0,"6-variate","SCZ",0.0405
2,0,"6-variate","SCZ",0.036875
3,0,"6-variate","SCZ",0.0415
4,0,"6-variate","SCZ",0.046
5,0,"6-variate","SCZ",0.044625
6,0,"6-variate","SCZ",0.045625
7,0,"6-variate","SCZ",0.044125
8,0,"6-variate","SCZ",0.036875
9,0,"6-variate","SCZ",0.042625
10,0,"6-variate","SCZ",0.034
11,0,"6-variate","SCZ",0.03625
12,0,"6-variate","SCZ",0.048375
13,0,"6-variate","SCZ",0.03925
14,0,"6-variate","SCZ",0.03325
15,0,"6-variate","SCZ",0.040875
16,0,"6-variate","SCZ",0.034875
17,0,"6-variate","SCZ",0.0455
18,0,"6-variate","SCZ",0.04275
19,0,"6-variate","SCZ",0.041
20,0,"6-variate","SCZ",0.037875
21,0,"6-variate","SCZ",0.03975
22,0,"6-variate","SCZ",0.03975
23,0,"6-variate","SCZ",0.041375
24,0,"6-variate","SCZ",0.03575
25,0,"6-variate","SCZ",0.0415
26,0,"6-variate","SCZ",0.034125
27,0,"6-variate","SCZ",0.04025
28,0,"6-variate","SCZ",0.03525
29,0,"6-variate","SCZ",0.03775
30,0,"6-variate","SCZ",0.0415
31,0,"6-variate","SCZ",0.04125
32,0,"6-variate","SCZ",0.04375
33,0,"6-variate","SCZ",0.04025
34,0,"6-variate","SCZ",0.043125
35,0,"6-variate","SCZ",0.040875
36,0,"6-variate","SCZ",0.042875
37,0,"6-variate","SCZ",0.037125
38,0,"6-variate","SCZ",0.038875
39,0,"6-variate","SCZ",0.04
40,0,"6-variate","SCZ",0.045625
41,0,"6-variate","SCZ",0.04725
42,0,"6-variate","SCZ",0.03525
43,0,"6-variate","SCZ",0.04475
44,0,"6-variate","SCZ",0.03225
45,0,"6-variate","SCZ",0.0445
46,0,"6-variate","SCZ",0.036375
47,0,"6-variate","SCZ",0.035875
48,0,"6-variate","SCZ",0.038375
49,0,"6-variate","SCZ",0.044125
1,1,"6-variate","SCZ",0.045
2,1,"6-variate","SCZ",0.042875
3,1,"6-variate","SCZ",0.044
4,1,"6-variate","SCZ",0.047
5,1,"6-variate","SCZ",0.05175
6,1,"6-variate","SCZ",0.046625
7,1,"6-variate","SCZ",0.04825
8,1,"6-variate","SCZ",0.0445
9,1,"6-variate","SCZ",0.04225
10,1,"6-variate","SCZ",0.041375
11,1,"6-variate","SCZ",0.037125
12,1,"6-variate","SCZ",0.050875
13,1,"6-variate","SCZ",0.040875
14,1,"6-variate","SCZ",0.033375
15,1,"6-variate","SCZ",0.040875
16,1,"6-variate","SCZ",0.04175
17,1,"6-variate","SCZ",0.052875
18,1,"6-variate","SCZ",0.047
19,1,"6-variate","SCZ",0.042375
20,1,"6-variate","SCZ",0.037125
21,1,"6-variate","SCZ",0.046875
22,1,"6-variate","SCZ",0.050875
23,1,"6-variate","SCZ",0.049625
24,1,"6-variate","SCZ",0.034625
25,1,"6-variate","SCZ",0.047625
26,1,"6-variate","SCZ",0.0475
27,1,"6-variate","SCZ",0.0495
28,1,"6-variate","SCZ",0.038125
29,1,"6-variate","SCZ",0.04625
30,1,"6-variate","SCZ",0.046875
31,1,"6-variate","SCZ",0.04025
32,1,"6-variate","SCZ",0.046
33,1,"6-variate","SCZ",0.042375
34,1,"6-variate","SCZ",0.044
35,1,"6-variate","SCZ",0.0465
36,1,"6-variate","SCZ",0.043625
37,1,"6-variate","SCZ",0.039625
38,1,"6-variate","SCZ",0.04425
39,1,"6-variate","SCZ",0.046875
40,1,"6-variate","SCZ",0.044
41,1,"6-variate","SCZ",0.04825
42,1,"6-variate","SCZ",0.037
43,1,"6-variate","SCZ",0.04875
44,1,"6-variate","SCZ",0.0395
45,1,"6-variate","SCZ",0.048625
46,1,"6-variate","SCZ",0.04075
47,1,"6-variate","SCZ",0.039875
48,1,"6-variate","SCZ",0.039375
49,1,"6-variate","SCZ",0.0445
1,2,"6-variate","SCZ",0.045125
2,2,"6-variate","SCZ",0.042125
3,2,"6-variate","SCZ",0.043125
4,2,"6-variate","SCZ",0.051875
5,2,"6-variate","SCZ",0.048625
6,2,"6-variate","SCZ",0.046875
7,2,"6-variate","SCZ",0.049375
8,2,"6-variate","SCZ",0.04825
9,2,"6-variate","SCZ",0.045625
10,2,"6-variate","SCZ",0.045
11,2,"6-variate","SCZ",0.04275
12,2,"6-variate","SCZ",0.0545
13,2,"6-variate","SCZ",0.04575
14,2,"6-variate","SCZ",0.034375
15,2,"6-variate","SCZ",0.04025
16,2,"6-variate","SCZ",0.042875
17,2,"6-variate","SCZ",0.0555
18,2,"6-variate","SCZ",0.04825
19,2,"6-variate","SCZ",0.048125
20,2,"6-variate","SCZ",0.0415
21,2,"6-variate","SCZ",0.049625
22,2,"6-variate","SCZ",0.046875
23,2,"6-variate","SCZ",0.0585
24,2,"6-variate","SCZ",0.041125
25,2,"6-variate","SCZ",0.042875
26,2,"6-variate","SCZ",0.043625
27,2,"6-variate","SCZ",0.048375
28,2,"6-variate","SCZ",0.04275
29,2,"6-variate","SCZ",0.045125
30,2,"6-variate","SCZ",0.04925
31,2,"6-variate","SCZ",0.045875
32,2,"6-variate","SCZ",0.047125
33,2,"6-variate","SCZ",0.046875
34,2,"6-variate","SCZ",0.045
35,2,"6-variate","SCZ",0.044625
36,2,"6-variate","SCZ",0.04825
37,2,"6-variate","SCZ",0.04275
38,2,"6-variate","SCZ",0.043375
39,2,"6-variate","SCZ",0.045625
40,2,"6-variate","SCZ",0.05425
41,2,"6-variate","SCZ",0.055
42,2,"6-variate","SCZ",0.03475
43,2,"6-variate","SCZ",0.047875
44,2,"6-variate","SCZ",0.04075
45,2,"6-variate","SCZ",0.04675
46,2,"6-variate","SCZ",0.041375
47,2,"6-variate","SCZ",0.036125
48,2,"6-variate","SCZ",0.04775
49,2,"6-variate","SCZ",0.052125
1,3,"6-variate","SCZ",0.04925
2,3,"6-variate","SCZ",0.042375
3,3,"6-variate","SCZ",0.048875
4,3,"6-variate","SCZ",0.048625
5,3,"6-variate","SCZ",0.05525
6,3,"6-variate","SCZ",0.0515
7,3,"6-variate","SCZ",0.048375
8,3,"6-variate","SCZ",0.05075
9,3,"6-variate","SCZ",0.0515
10,3,"6-variate","SCZ",0.047875
11,3,"6-variate","SCZ",0.0435
12,3,"6-variate","SCZ",0.0525
13,3,"6-variate","SCZ",0.049375
14,3,"6-variate","SCZ",0.035125
15,3,"6-variate","SCZ",0.050375
16,3,"6-variate","SCZ",0.03975
17,3,"6-variate","SCZ",0.058375
18,3,"6-variate","SCZ",0.05575
19,3,"6-variate","SCZ",0.0505
20,3,"6-variate","SCZ",0.044625
21,3,"6-variate","SCZ",0.049375
22,3,"6-variate","SCZ",0.05125
23,3,"6-variate","SCZ",0.057
24,3,"6-variate","SCZ",0.043875
25,3,"6-variate","SCZ",0.048
26,3,"6-variate","SCZ",0.051625
27,3,"6-variate","SCZ",0.049625
28,3,"6-variate","SCZ",0.042875
29,3,"6-variate","SCZ",0.050875
30,3,"6-variate","SCZ",0.05575
31,3,"6-variate","SCZ",0.047
32,3,"6-variate","SCZ",0.049375
33,3,"6-variate","SCZ",0.041875
34,3,"6-variate","SCZ",0.043125
35,3,"6-variate","SCZ",0.047375
36,3,"6-variate","SCZ",0.051375
37,3,"6-variate","SCZ",0.040125
38,3,"6-variate","SCZ",0.04775
39,3,"6-variate","SCZ",0.04525
40,3,"6-variate","SCZ",0.055625
41,3,"6-variate","SCZ",0.052
42,3,"6-variate","SCZ",0.039375
43,3,"6-variate","SCZ",0.05225
44,3,"6-variate","SCZ",0.0405
45,3,"6-variate","SCZ",0.051
46,3,"6-variate","SCZ",0.04075
47,3,"6-variate","SCZ",0.03975
48,3,"6-variate","SCZ",0.050625
49,3,"6-variate","SCZ",0.047
1,4,"6-variate","SCZ",0.051875
2,4,"6-variate","SCZ",0.04325
3,4,"6-variate","SCZ",0.050125
4,4,"6-variate","SCZ",0.05825
5,4,"6-variate","SCZ",0.052625
6,4,"6-variate","SCZ",0.0585
7,4,"6-variate","SCZ",0.047375
8,4,"6-variate","SCZ",0.0525
9,4,"6-variate","SCZ",0.051625
10,4,"6-variate","SCZ",0.052625
11,4,"6-variate","SCZ",0.0415
12,4,"6-variate","SCZ",0.057875
13,4,"6-variate","SCZ",0.047375
14,4,"6-variate","SCZ",0.045
15,4,"6-variate","SCZ",0.046625
16,4,"6-variate","SCZ",0.039625
17,4,"6-variate","SCZ",0.065375
18,4,"6-variate","SCZ",0.055125
19,4,"6-variate","SCZ",0.051625
20,4,"6-variate","SCZ",0.0455
21,4,"6-variate","SCZ",0.0495
22,4,"6-variate","SCZ",0.0495
23,4,"6-variate","SCZ",0.054375
24,4,"6-variate","SCZ",0.043875
25,4,"6-variate","SCZ",0.050375
26,4,"6-variate","SCZ",0.049625
27,4,"6-variate","SCZ",0.047375
28,4,"6-variate","SCZ",0.045875
29,4,"6-variate","SCZ",0.05125
30,4,"6-variate","SCZ",0.05425
31,4,"6-variate","SCZ",0.049375
32,4,"6-variate","SCZ",0.048625
33,4,"6-variate","SCZ",0.040625
34,4,"6-variate","SCZ",0.045125
35,4,"6-variate","SCZ",0.044875
36,4,"6-variate","SCZ",0.053625
37,4,"6-variate","SCZ",0.0465
38,4,"6-variate","SCZ",0.0505
39,4,"6-variate","SCZ",0.048125
40,4,"6-variate","SCZ",0.06025
41,4,"6-variate","SCZ",0.055375
42,4,"6-variate","SCZ",0.040375
43,4,"6-variate","SCZ",0.051
44,4,"6-variate","SCZ",0.042875
45,4,"6-variate","SCZ",0.05175
46,4,"6-variate","SCZ",0.046625
47,4,"6-variate","SCZ",0.041125
48,4,"6-variate","SCZ",0.050375
49,4,"6-variate","SCZ",0.052875
1,5,"6-variate","SCZ",0.05225
2,5,"6-variate","SCZ",0.049125
3,5,"6-variate","SCZ",0.052125
4,5,"6-variate","SCZ",0.0525
5,5,"6-variate","SCZ",0.057375
6,5,"6-variate","SCZ",0.0595
7,5,"6-variate","SCZ",0.052125
8,5,"6-variate","SCZ",0.05025
9,5,"6-variate","SCZ",0.05525
10,5,"6-variate","SCZ",0.048875
11,5,"6-variate","SCZ",0.043125
12,5,"6-variate","SCZ",0.060125
13,5,"6-variate","SCZ",0.052125
14,5,"6-variate","SCZ",0.039625
15,5,"6-variate","SCZ",0.04925
16,5,"6-variate","SCZ",0.043375
17,5,"6-variate","SCZ",0.05975
18,5,"6-variate","SCZ",0.051625
19,5,"6-variate","SCZ",0.049125
20,5,"6-variate","SCZ",0.0475
21,5,"6-variate","SCZ",0.049
22,5,"6-variate","SCZ",0.049875
23,5,"6-variate","SCZ",0.05975
24,5,"6-variate","SCZ",0.042375
25,5,"6-variate","SCZ",0.051875
26,5,"6-variate","SCZ",0.051
27,5,"6-variate","SCZ",0.05275
28,5,"6-variate","SCZ",0.04625
29,5,"6-variate","SCZ",0.04775
30,5,"6-variate","SCZ",0.05475
31,5,"6-variate","SCZ",0.05075
32,5,"6-variate","SCZ",0.0515
33,5,"6-variate","SCZ",0.044125
34,5,"6-variate","SCZ",0.046
35,5,"6-variate","SCZ",0.050625
36,5,"6-variate","SCZ",0.054125
37,5,"6-variate","SCZ",0.045
38,5,"6-variate","SCZ",0.04975
39,5,"6-variate","SCZ",0.05075
40,5,"6-variate","SCZ",0.055375
41,5,"6-variate","SCZ",0.051875
42,5,"6-variate","SCZ",0.039125
43,5,"6-variate","SCZ",0.05475
44,5,"6-variate","SCZ",0.0435
45,5,"6-variate","SCZ",0.052125
46,5,"6-variate","SCZ",0.04325
47,5,"6-variate","SCZ",0.0385
48,5,"6-variate","SCZ",0.049125
49,5,"6-variate","SCZ",0.053375
