"seed","gen","scenario_label","latent_r","args_kphen","args_kmate","args_rmate","he_rg","rg_true","he_h2","h2_true"
11,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0531111008606609,0.0246603125738097,0.523257005214691,0.507343068371369
11,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0811903777438052,0.0389466195676412,0.539047062397003,0.51219363460924
11,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.104739100253122,0.049317772386755,0.545202314853668,0.513457346600696
11,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.120522107548829,0.0564552339856764,0.549531149864197,0.511637009786699
11,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.139915475829575,0.0638080163202597,0.54905332326889,0.516724239051792
110,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.000817334943491408,0.000533701484563054,0.495218425989151,0.498443482729714
110,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0432592341275709,0.0233718982319971,0.514487266540527,0.503962745234804
110,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0733854706039827,0.0353445908534669,0.523698359727859,0.505030411879726
110,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0677247833803025,0.0388517271680768,0.535790920257568,0.512745573304792
110,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0670813763655808,0.0398948321222458,0.545074611902237,0.512997840517795
110,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0700879216192554,0.0381532976203268,0.544276684522629,0.52086064165062
110,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00112084855763827,0.000900628395952239,0.499457114934921,0.498597825627477
110,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0541522518054026,0.0242844205308814,0.516018760204315,0.505929164467114
110,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0802761578378223,0.0381703752126056,0.535551464557648,0.508911921531444
110,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.102097959685392,0.0477204782316362,0.541849088668823,0.510570560607458
110,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.104085874699761,0.0479543719574181,0.537288093566895,0.510135167298716
110,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.109663959534427,0.0504156816294826,0.545751023292542,0.503336220652394
