"gen","seed","scenario","variable","var_label","value","intercept"
3,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.698957526683807,0.5
4,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.723420035839081,0.5
5,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.720869064331055,0.5
0,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.497363829612732,0.5
1,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.599410688877106,0.5
2,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.668671858310699,0.5
3,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.689578092098236,0.5
4,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.693173015117645,0.5
5,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.695109856128693,0.5
0,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.492184925079346,0.5
1,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.586739778518677,0.5
2,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.653058159351349,0.5
3,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.684692013263702,0.5
4,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.693693971633911,0.5
5,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.697411811351776,0.5
0,102,"5xAM","h2_he","hat(italic(h))^2",0.497904163599014,0.5
1,102,"5xAM","h2_he","hat(italic(h))^2",0.541939723491669,0.5
2,102,"5xAM","h2_he","hat(italic(h))^2",0.581983256340027,0.5
3,102,"5xAM","h2_he","hat(italic(h))^2",0.606694602966309,0.5
4,102,"5xAM","h2_he","hat(italic(h))^2",0.627577292919159,0.5
5,102,"5xAM","h2_he","hat(italic(h))^2",0.65261857509613,0.5
0,102,"5xAM","h2_he","hat(italic(h))^2",0.501156896352768,0.5
1,102,"5xAM","h2_he","hat(italic(h))^2",0.541668319702148,0.5
2,102,"5xAM","h2_he","hat(italic(h))^2",0.576726281642914,0.5
3,102,"5xAM","h2_he","hat(italic(h))^2",0.613361811637878,0.5
4,102,"5xAM","h2_he","hat(italic(h))^2",0.64831428527832,0.5
5,102,"5xAM","h2_he","hat(italic(h))^2",0.640995943546295,0.5
0,102,"5xAM","h2_he","hat(italic(h))^2",0.492027992010117,0.5
1,102,"5xAM","h2_he","hat(italic(h))^2",0.532885277271271,0.5
2,102,"5xAM","h2_he","hat(italic(h))^2",0.570550048351288,0.5
3,102,"5xAM","h2_he","hat(italic(h))^2",0.599672079086304,0.5
4,102,"5xAM","h2_he","hat(italic(h))^2",0.638086831569672,0.5
5,102,"5xAM","h2_he","hat(italic(h))^2",0.669316804409027,0.5
0,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.501905101537705,0.5
1,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.543539357185364,0.5
2,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.580765545368195,0.5
3,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.607811880111694,0.5
4,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.636968696117401,0.5
5,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.670949804782867,0.5
0,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.501843553781509,0.5
1,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.546848940849304,0.5
2,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.58128377199173,0.5
3,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.612154591083527,0.5
4,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.640395379066467,0.5
5,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.656208372116089,0.5
0,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.499248170852661,0.5
1,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.534997916221619,0.5
2,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.574310004711151,0.5
3,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.601036310195923,0.5
4,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.6320556640625,0.5
5,102,"5xAM + GxE","h2_he","hat(italic(h))^2",0.651846027374268,0.5
0,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.501120471954346,0.5
1,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.598488998413086,0.5
2,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.676097750663757,0.5
3,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.713244986534119,0.5
4,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.727644717693329,0.5
5,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.753037881851196,0.5
0,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.500852978229523,0.5
1,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.607147753238678,0.5
2,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.675937819480896,0.5
3,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.715471851825714,0.5
4,102,"5xAM + VT","h2_he","hat(italic(h))^2",0.732429695129394,0.5
