"","scenario","gen","args_n","args_m","args_subsample","args_kphen","args_kmate","args_rmate","args_theta","args_phi","args_gamma","args_h2","args_env","GWAS","alpha","FalsePositive","TruePositive","params"
"143","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00158113883008419,0.0013843085106383,0.0393470744680851,"2xAM"
"144","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00281170662595175,0.00237632978723404,0.0444614361702128,"2xAM"
"145","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.005,0.00404654255319149,0.0503497340425532,"2xAM"
"146","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00889139705019461,0.00707845744680851,0.0570505319148936,"2xAM"
"147","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0158113883008419,0.0126369680851064,0.0649029255319149,"2xAM"
"148","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0281170662595174,0.0223178191489362,0.0740625,"2xAM"
"149","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.05,0.0399401595744681,0.0848284574468085,"2xAM"
"150","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0889139705019461,0.0711768617021277,0.0975904255319149,"2xAM"
"151","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.158113883008419,0.126418882978723,0.112914893617021,"2xAM"
"152","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.281170662595174,0.224904255319149,0.131880319148936,"2xAM"
"153","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.5,0.399688829787234,0.156468085106383,"2xAM"
"154","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.889139705,0.711730053191489,0.191003989361702,"2xAM"
"155","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1,0.8,0.2,"2xAM"
"156","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-08,0,0.00519281914893617,"2xAM"
"157","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-08,0,0.00579255319148936,"2xAM"
"158","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1.58113883008419e-07,0,0.00638829787234043,"2xAM"
"159","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",2.81170662595175e-07,0,0.00714893617021277,"2xAM"
"160","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-07,0,0.00794414893617021,"2xAM"
"161","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-07,0,0.00879521276595745,"2xAM"
