"","Trait1","Trait2","r.xmate.yz","r.xmate.yy","r.xmate.zz","r.wmate.yz","r.xmate.yz.maxent","r.xmate.yz.maxentdiff","rse.xmate.yz","rse.xmate.yy","rse.xmate.zz","rse.wmate.yz","rse.xmate.yz.maxent","rse.xmate.yz.maxentdiff","p.xmate.yz.maxentdiff","p.xmate.yz.maxent","p.xmate.yz","p.xmate.yy","p.xmate.zz","p.wmate.yz"
"11","HbA1C_fasting_adj_earliest","diastolic_earliest",0.0177705727951698,0.0779984698269714,0.0864727963987875,0.0061759537428811,0.00100896136494212,0.0167616114302277,0.004888976013136,0.0058758843882486,0.0051263595128699,0.0051623050565563,0.000845927137628914,0.0048742317731563,0.000584253035227811,0.232975739146839,0.000278169268565576,3.26144693988732e-40,7.70242898743882e-64,0.231557730938492
"12","HbA1C_fasting_adj_earliest","systolic_earliest",0.0152968865939994,0.0779984698269714,0.0868545172770288,0.0266982747441973,0.00436881710321943,0.01092806949078,0.0051378964211432,0.0061109503714562,0.0051974527934072,0.0051176864973073,0.000866181236187085,0.00517082844055266,0.0345658734391614,4.56452963595592e-07,0.00290831140986298,2.61406804052428e-37,1.09033255091282e-62,1.81977714607162e-07
"13","HbA1C_fasting_adj_earliest","pulse_earliest",0.0379265250070006,0.0779984698269714,0.107158011434709,0.129752941348344,0.0234466968565322,0.0144798281504684,0.0050712424660895,0.0061792453921528,0.0050632113865487,0.005745388108827,0.00147773020308364,0.00490039997010018,0.00312845663493768,1.07765437137542e-56,7.50361846585352e-14,1.58393940790684e-36,2.04889673252252e-99,6.2473822798545e-113
"14","HbA1C_fasting_adj_earliest","pw_peak_to_peak_time_earliest",-0.0203162199589819,0.0779984698269714,0.0518746228014763,-0.0386929270352741,-0.00499770112045313,-0.0153185188385288,0.0047345065739494,0.0060543473905889,0.0061172993865613,0.0047764647581943,0.000675532715661516,0.00476361514926253,0.00130111405560932,1.38081330192758e-13,1.77793809401423e-05,5.60737901616816e-38,2.25217987511941e-17,5.46232600861698e-16
"15","HbA1C_fasting_adj_earliest","pw_reflection_index_earliest",-0.0081079673499264,0.0779984698269714,0.0349378849129773,-0.06012424434446,-0.00674783480306323,-0.00136013254686317,0.0048063932376809,0.0061639533103481,0.0055877126396584,0.0052399404774178,0.000775292942942738,0.00480814898949935,0.777268290540433,3.21536581730513e-18,0.0916200774252642,1.06363641269361e-36,4.03604371481039e-10,1.77767790644523e-30
"16","HbA1C_fasting_adj_earliest","grip_strength_left_earliest",-0.0306529062531933,0.0779984698269714,0.0774635940916963,-0.04924476186395,-0.00759204530279579,-0.0230608609503975,0.0050779468335919,0.0059306860620868,0.0050459020167596,0.0052093617118701,0.000896832348164833,0.00503440259654498,4.63522145080369e-06,2.55273244332215e-17,1.57515769663021e-09,1.66440650871977e-39,3.44582506433705e-53,3.28854154300161e-21
"17","HbA1C_fasting_adj_earliest","grip_strength_right_earliest",-0.0339874370591937,0.0779984698269714,0.0892110990626805,-0.0494453213285195,-0.00819157367530879,-0.0257958633838849,0.0050663595356896,0.0060793770455296,0.0051080054506099,0.005366467398444,0.000985489656645715,0.0050719569424308,3.65735705855424e-07,9.39547258855711e-17,1.96697907886969e-11,1.1134944004998e-37,2.6489756665598e-68,3.14908408998485e-20
"18","HbA1C_fasting_adj_earliest","waist_circumference_earliest",0.0999838821576485,0.0779984698269714,0.245683852916688,0.247625085602029,0.0745635783912699,0.0254203037663786,0.0054328329950881,0.0058979440583314,0.0050717875977056,0.005946148138132,0.00258682836615216,0.00500443097324998,3.78311476279049e-07,1.0633829173924e-182,1.22838219593243e-75,6.31989609227606e-40,0,0
"19","HbA1C_fasting_adj_earliest","hip_circumference_earliest",0.0799614618673849,0.0779984698269714,0.185135790795178,0.172171988785892,0.0434704201251893,0.0364910417421956,0.0054009311767175,0.0061874877839679,0.0049159138458249,0.005750365843429,0.00197910022620069,0.00514255568769222,1.28515843648824e-12,6.26157134301264e-107,1.35734214051264e-49,1.96076899773789e-36,0,5.75405224047823e-197
"20","HbA1C_fasting_adj_earliest","standing_height_earliest",-0.0210415619420995,0.0779984698269714,0.22636332650368,-0.026374179802827,-0.00788437444603433,-0.0131571874960652,0.0050021968408942,0.0061150137373544,0.0048770156153892,0.0051537986876593,0.00155915184083733,0.00489794506130502,0.00722553541186242,4.26270530933272e-07,2.59397150211923e-05,2.91474477911485e-37,0,3.09734667598695e-07
"21","HbA1C_fasting_adj_earliest","seated_height_earliest",-0.0149361157032384,0.0779984698269714,0.202875984661039,-0.006302069048185,-0.00174272403990841,-0.01319339166333,0.0052170784335777,0.0064799124286428,0.0051255527402302,0.0049271619410476,0.00136433468476308,0.0051329433072074,0.0101599765731327,0.20148100281489,0.00419747005436256,2.27163968473186e-33,0,0.200880695025343
"22","HbA1C_fasting_adj_earliest","weight_earliest",0.0863608564179342,0.0779984698269714,0.213007980208328,0.214657247430602,0.0589739684623698,0.0273868879555644,0.0054619988528801,0.0059683022934992,0.0054246933707391,0.0057895998951525,0.00229684916006936,0.00518383585042146,1.26993967528286e-07,2.16563577368899e-145,2.60382273432863e-56,4.96511046263106e-39,0,6.75750079940494e-301
"23","HbA1C_fasting_adj_earliest","bmi_earliest",0.100504139605098,0.0779984698269714,0.243924051117662,0.239496133770524,0.0719742480928389,0.0285298915122591,0.0054895373238802,0.0062309397147155,0.0051486016970624,0.0057391126967401,0.00248809485324539,0.00509001300423631,2.08167905492647e-08,5.39299610362063e-184,7.10433396121386e-75,5.95681510177098e-36,0,0
"24","HbA1C_fasting_adj_earliest","heel_bmd_tscore",-0.0044979682100156,0.0779984698269714,0.0294129471126629,0.0095717084708334,0.00102571126514033,-0.00552367947515593,0.0052454584314636,0.0061729964114879,0.0057447870156679,0.0052775848510752,0.000570865786710352,0.00526403434869343,0.294028857974509,0.0723730462799259,0.391169920178862,1.34654400452467e-36,3.05637879649696e-07,0.0697311397835445
"25","HbA1C_fasting_adj_earliest","heel_bmd",-0.0049501584140089,0.0779984698269714,0.0253478395852535,0.0099438402015771,0.00102557838087891,-0.00597573679488781,0.00548675045846,0.0059890870280654,0.0057168466060117,0.0051852238684742,0.000544026804283491,0.00547934510499848,0.275451900299729,0.0594080383346491,0.366949458685472,9.00311278163241e-39,9.2550068598875e-06,0.0551457246714085
"26","HbA1C_fasting_adj_earliest","heel_qui",-0.0044761852585155,0.0779984698269714,0.024954609299175,0.0100091249193071,0.00102841391551553,-0.00550459917403104,0.0054751030702292,0.0063405515019105,0.0057462832405989,0.0051374714275959,0.000532515316588046,0.00549321864192281,0.316308944573576,0.0534536033620966,0.413612649649847,8.8877094852238e-35,1.40717163165832e-05,0.0513839809673052
"27","HbA1C_fasting_adj_earliest","body_fat_percentage_earliest",0.0833788608180043,0.0779984698269714,0.228705566161203,0.182328683354,0.0533467826922435,0.0300320781257608,0.0053354308627004,0.00628725393126,0.0047958753451204,0.005129967192236,0.00210020161136672,0.00509855059037555,3.85456001874318e-09,2.47161002990876e-142,4.73814280925474e-55,2.43046231482891e-35,0,1.10909112023496e-276
